"SampleID","Site","SeqBatch","StudyID","SampleType","Date","WOY","SiteLat","SiteLong","newDate","dayLength","DOY","DayRange","Window","DateWindowStart","DateWindowEnd"
"oro162472","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro163083","MTV",1.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro162471","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro163913","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro164025","HOP",7.1,"oro16","sample","8/21/16",34,43.155838,-71.727587,2016-08-21,13.7011876009119,234,"(228,238]",14,2016-08-15,2016-08-25
"oro164192","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro162469","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro164187","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro163042","MTV",1.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro162452","FOX",5.2,"oro16","sample","8/18/16",34,43.137939,-71.912814,2016-08-18,13.8335825909352,231,"(228,238]",14,2016-08-15,2016-08-25
"oro162456","FOX",5.2,"oro16","sample","8/18/16",34,43.137939,-71.912814,2016-08-18,13.8335825909352,231,"(228,238]",14,2016-08-15,2016-08-25
"oro164026","HOP",7.1,"oro16","sample","8/21/16",34,43.155838,-71.727587,2016-08-21,13.7011876009119,234,"(228,238]",14,2016-08-15,2016-08-25
"oro162464","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro163926","CHI",5.1,"oro16","sample","8/23/16",35,43.25528,-71.37638,2016-08-23,13.6163040376675,236,"(228,238]",14,2016-08-15,2016-08-25
"oro163619","EPS",5.2,"oro16","sample","8/21/16",34,43.206489,-71.364058,2016-08-21,13.7041045109921,234,"(228,238]",14,2016-08-15,2016-08-25
"oro163904","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro162466","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro163079","MTV",1.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro163035","MTV",5.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro162739","CNB",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053,235,"(228,238]",14,2016-08-15,2016-08-25
"oro162451","FOX",5.2,"oro16","sample","8/18/16",34,43.137939,-71.912814,2016-08-18,13.8335825909352,231,"(228,238]",14,2016-08-15,2016-08-25
"oro162738","CNB",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053,235,"(228,238]",14,2016-08-15,2016-08-25
"oro163957","HOL",5.1,"oro16","sample","8/17/16",34,43.7348,-71.59076,2016-08-17,13.9161255156765,230,"(228,238]",14,2016-08-15,2016-08-25
"oro163611","EPS",5.2,"oro16","sample","8/21/16",34,43.206489,-71.364058,2016-08-21,13.7041045109921,234,"(228,238]",14,2016-08-15,2016-08-25
"oro163078","MTV",1.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro163071","MTV",5.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro162465","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro164189","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro164191","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro163909","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro163912","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro163907","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro163908","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro162459","FOX",5.2,"oro16","sample","8/18/16",34,43.137939,-71.912814,2016-08-18,13.8335825909352,231,"(228,238]",14,2016-08-15,2016-08-25
"oro164186","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro162462","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro164188","HOL",5.2,"oro16","sample","8/24/16",35,43.7348,-71.59076,2016-08-24,13.5961653895089,237,"(228,238]",14,2016-08-15,2016-08-25
"oro163910","CHI",5.1,"oro16","sample","8/18/16",34,43.25528,-71.37638,2016-08-18,13.8409203280324,231,"(228,238]",14,2016-08-15,2016-08-25
"oro163054","MTV",1.2,"oro16","sample","8/19/16",34,42.873336,-71.6843,2016-08-19,13.7733723873388,232,"(228,238]",14,2016-08-15,2016-08-25
"oro162463","FOX",5.2,"oro16","sample","8/25/16",35,43.137939,-71.912814,2016-08-25,13.5187821628428,238,"(228,238]",14,2016-08-15,2016-08-25
"oro162450","FOX",5.2,"oro16","sample","8/18/16",34,43.137939,-71.912814,2016-08-18,13.8335825909352,231,"(228,238]",14,2016-08-15,2016-08-25
"oro164024","HOP",7.1,"oro16","sample","8/21/16",34,43.155838,-71.727587,2016-08-21,13.7011876009119,234,"(228,238]",14,2016-08-15,2016-08-25
"oro164211","HOL",5.2,"oro16","sample","8/31/16",36,43.7348,-71.59076,2016-08-31,13.2652617680766,244,"(238,248]",15,2016-08-25,2016-09-04
"oro163056","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162655","BRN",7.2,"oro16","sample","8/26/16",35,42.731521,-71.605841,2016-08-26,13.4530203197274,239,"(238,248]",15,2016-08-25,2016-09-04
"oro162746","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro162757","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro162657","BRN",7.2,"oro16","sample","8/26/16",35,42.731521,-71.605841,2016-08-26,13.4530203197274,239,"(238,248]",15,2016-08-25,2016-09-04
"oro164045","HOP",7.1,"oro16","sample","8/28/16",35,43.155838,-71.727587,2016-08-28,13.3813335206943,241,"(238,248]",15,2016-08-25,2016-09-04
"oro163074","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162526","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164236","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro162530","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163061","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162668","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163060","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162754","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro164239","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro162525","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163057","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro163068","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro163075","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro164486","EPS",7.1,"oro16","sample","9/4/16",36,43.206489,-71.364058,2016-09-04,13.0542689441552,248,"(238,248]",15,2016-08-25,2016-09-04
"oro163062","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro164208","HOL",5.2,"oro16","sample","8/31/16",36,43.7348,-71.59076,2016-08-31,13.2652617680766,244,"(238,248]",15,2016-08-25,2016-09-04
"oro163051","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro162659","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163036","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro162665","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163038","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163624","EPS",5.2,"oro16","sample","9/2/16",36,43.206489,-71.364058,2016-09-02,13.1491210457868,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163073","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro163069","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro164240","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro162660","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162748","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro164241","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro164036","HOP",7.1,"oro16","sample","8/28/16",35,43.155838,-71.727587,2016-08-28,13.3813335206943,241,"(238,248]",15,2016-08-25,2016-09-04
"oro162658","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162523","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162476","FOX",5.2,"oro16","sample","9/1/16",36,43.137939,-71.912814,2016-09-01,13.193650863302,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162749","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro164235","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro164484","EPS",5.2,"oro16","sample","9/4/16",36,43.206489,-71.364058,2016-09-04,13.0542689441552,248,"(238,248]",15,2016-08-25,2016-09-04
"oro162521","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163630","EPS",5.2,"oro16","sample","9/2/16",36,43.206489,-71.364058,2016-09-02,13.1491210457868,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163039","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163050","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163049","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro162656","BRN",7.2,"oro16","sample","8/26/16",35,42.731521,-71.605841,2016-08-26,13.4530203197274,239,"(238,248]",15,2016-08-25,2016-09-04
"oro164207","HOL",5.2,"oro16","sample","8/31/16",36,43.7348,-71.59076,2016-08-31,13.2652617680766,244,"(238,248]",15,2016-08-25,2016-09-04
"oro162667","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164041","HOP",7.1,"oro16","sample","8/28/16",35,43.155838,-71.727587,2016-08-28,13.3813335206943,241,"(238,248]",15,2016-08-25,2016-09-04
"oro163620","EPS",5.2,"oro16","sample","9/2/16",36,43.206489,-71.364058,2016-09-02,13.1491210457868,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162747","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro163055","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163063","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162669","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162751","CNB",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666,243,"(238,248]",15,2016-08-25,2016-09-04
"oro162524","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163621","EPS",5.2,"oro16","sample","9/2/16",36,43.206489,-71.364058,2016-09-02,13.1491210457868,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162666","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163043","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro162664","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163037","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro164494","EPS",7.1,"oro16","sample","9/4/16",36,43.206489,-71.364058,2016-09-04,13.0542689441552,248,"(238,248]",15,2016-08-25,2016-09-04
"oro164234","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro162663","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164203","HOL",5.2,"oro16","sample","8/31/16",36,43.7348,-71.59076,2016-08-31,13.2652617680766,244,"(238,248]",15,2016-08-25,2016-09-04
"oro164242","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro162520","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162529","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164244","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro164039","HOP",7.1,"oro16","sample","8/28/16",35,43.155838,-71.727587,2016-08-28,13.3813335206943,241,"(238,248]",15,2016-08-25,2016-09-04
"oro163067","MTV",1.2,"oro16","sample","9/1/16",36,42.873336,-71.6843,2016-09-01,13.1833266363707,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162531","MAP",7.2,"oro16","sample","9/2/16",36,42.72248,-71.606722,2016-09-02,13.131071643005,246,"(238,248]",15,2016-08-25,2016-09-04
"oro163045","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163044","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro169253","FOX",7.2,"oro16","sample","9/1/16",36,43.137939,-71.912814,2016-09-01,13.193650863302,245,"(238,248]",15,2016-08-25,2016-09-04
"oro163048","MTV",1.2,"oro16","sample","8/26/16",35,42.873336,-71.6843,2016-08-26,13.4599213965317,239,"(238,248]",15,2016-08-25,2016-09-04
"oro163622","EPS",5.2,"oro16","sample","9/2/16",36,43.206489,-71.364058,2016-09-02,13.1491210457868,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164040","HOP",7.1,"oro16","sample","8/28/16",35,43.155838,-71.727587,2016-08-28,13.3813335206943,241,"(238,248]",15,2016-08-25,2016-09-04
"oro162477","FOX",5.2,"oro16","sample","9/1/16",36,43.137939,-71.912814,2016-09-01,13.193650863302,245,"(238,248]",15,2016-08-25,2016-09-04
"oro169252","FOX",7.2,"oro16","sample","9/1/16",36,43.137939,-71.912814,2016-09-01,13.193650863302,245,"(238,248]",15,2016-08-25,2016-09-04
"oro162661","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro162654","BRN",7.2,"oro16","sample","8/26/16",35,42.731521,-71.605841,2016-08-26,13.4530203197274,239,"(238,248]",15,2016-08-25,2016-09-04
"oro164204","HOL",5.2,"oro16","sample","8/31/16",36,43.7348,-71.59076,2016-08-31,13.2652617680766,244,"(238,248]",15,2016-08-25,2016-09-04
"oro162662","BRN",7.2,"oro16","sample","9/2/16",36,42.731521,-71.605841,2016-09-02,13.1314060464735,246,"(238,248]",15,2016-08-25,2016-09-04
"oro164245","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro164243","CHI",7.2,"oro16","sample","9/3/16",36,43.25528,-71.37638,2016-09-03,13.1035150785891,247,"(238,248]",15,2016-08-25,2016-09-04
"oro16CP160052","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro164507","EPS",7.1,"oro16","sample","9/12/16",38,43.206489,-71.364058,2016-09-12,12.6704057780136,256,"(248,258]",16,2016-09-04,2016-09-14
"oro162674","BRN",7.2,"oro16","sample","9/9/16",37,42.731521,-71.605841,2016-09-09,12.8029399062653,253,"(248,258]",16,2016-09-04,2016-09-14
"oro162535","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro162538","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro164254","CHI",7.2,"oro16","sample","9/13/16",38,43.25528,-71.37638,2016-09-13,12.6229553408115,257,"(248,258]",16,2016-09-04,2016-09-14
"oro16CP160055","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro164505","EPS",7.1,"oro16","sample","9/12/16",38,43.206489,-71.364058,2016-09-12,12.6704057780136,256,"(248,258]",16,2016-09-04,2016-09-14
"oro169265","FOX",7.2,"oro16","sample","9/8/16",37,43.137939,-71.912814,2016-09-08,12.8612406552745,252,"(248,258]",16,2016-09-04,2016-09-14
"oro164047","HOP",7.1,"oro16","sample","9/6/16",37,43.155838,-71.727587,2016-09-06,12.9573557609313,250,"(248,258]",16,2016-09-04,2016-09-14
"oro164257","CHI",7.2,"oro16","sample","9/13/16",38,43.25528,-71.37638,2016-09-13,12.6229553408115,257,"(248,258]",16,2016-09-04,2016-09-14
"oro164256","CHI",7.2,"oro16","sample","9/13/16",38,43.25528,-71.37638,2016-09-13,12.6229553408115,257,"(248,258]",16,2016-09-04,2016-09-14
"oro164255","CHI",7.2,"oro16","sample","9/13/16",38,43.25528,-71.37638,2016-09-13,12.6229553408115,257,"(248,258]",16,2016-09-04,2016-09-14
"oro162544","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro169254","FOX",7.2,"oro16","sample","9/8/16",37,43.137939,-71.912814,2016-09-08,12.8612406552745,252,"(248,258]",16,2016-09-04,2016-09-14
"oro164221","HOL",5.2,"oro16","sample","9/7/16",37,43.7348,-71.59076,2016-09-07,12.9266134393894,251,"(248,258]",16,2016-09-04,2016-09-14
"oro164502","EPS",7.1,"oro16","sample","9/12/16",38,43.206489,-71.364058,2016-09-12,12.6704057780136,256,"(248,258]",16,2016-09-04,2016-09-14
"oro162766","CNB",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986,250,"(248,258]",16,2016-09-04,2016-09-14
"oro162541","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro162673","BRN",7.2,"oro16","sample","9/9/16",37,42.731521,-71.605841,2016-09-09,12.8029399062653,253,"(248,258]",16,2016-09-04,2016-09-14
"oro164506","EPS",7.1,"oro16","sample","9/12/16",38,43.206489,-71.364058,2016-09-12,12.6704057780136,256,"(248,258]",16,2016-09-04,2016-09-14
"oro16CP160054","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro164046","HOP",7.1,"oro16","sample","9/6/16",37,43.155838,-71.727587,2016-09-06,12.9573557609313,250,"(248,258]",16,2016-09-04,2016-09-14
"oro162676","BRN",7.2,"oro16","sample","9/9/16",37,42.731521,-71.605841,2016-09-09,12.8029399062653,253,"(248,258]",16,2016-09-04,2016-09-14
"oro164232","HOL",5.2,"oro16","sample","9/14/16",38,43.7348,-71.59076,2016-09-14,12.5827886886856,258,"(248,258]",16,2016-09-04,2016-09-14
"oro162543","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro164058","HOP",7.1,"oro16","sample","9/12/16",38,43.155838,-71.727587,2016-09-12,12.6693604022766,256,"(248,258]",16,2016-09-04,2016-09-14
"oro162767","CNB",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986,250,"(248,258]",16,2016-09-04,2016-09-14
"oro16CP160051","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro162764","CNB",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986,250,"(248,258]",16,2016-09-04,2016-09-14
"oro164050","HOP",7.1,"oro16","sample","9/6/16",37,43.155838,-71.727587,2016-09-06,12.9573557609313,250,"(248,258]",16,2016-09-04,2016-09-14
"oro164070","HOP",7.1,"oro16","sample","9/12/16",38,43.155838,-71.727587,2016-09-12,12.6693604022766,256,"(248,258]",16,2016-09-04,2016-09-14
"oro162678","BRN",7.2,"oro16","sample","9/9/16",37,42.731521,-71.605841,2016-09-09,12.8029399062653,253,"(248,258]",16,2016-09-04,2016-09-14
"oro164214","HOL",5.2,"oro16","sample","9/7/16",37,43.7348,-71.59076,2016-09-07,12.9266134393894,251,"(248,258]",16,2016-09-04,2016-09-14
"oro169255","FOX",7.2,"oro16","sample","9/8/16",37,43.137939,-71.912814,2016-09-08,12.8612406552745,252,"(248,258]",16,2016-09-04,2016-09-14
"oro162534","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro16CP160056","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro162542","MAP",7.2,"oro16","sample","9/9/16",37,42.72248,-71.606722,2016-09-09,12.8027108943825,253,"(248,258]",16,2016-09-04,2016-09-14
"oro162763","CNB",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986,250,"(248,258]",16,2016-09-04,2016-09-14
"oro16CP160057","MTV",7.2,"oro16","sample","9/10/16",37,42.873336,-71.6843,2016-09-10,12.7589649341879,254,"(248,258]",16,2016-09-04,2016-09-14
"oro169257","FOX",7.2,"oro16","sample","9/8/16",37,43.137939,-71.912814,2016-09-08,12.8612406552745,252,"(248,258]",16,2016-09-04,2016-09-14
