Order,Family,Genus,Species
Hemiptera,Cicadellidae,Doratura,NA
Coleoptera,Cerambycidae,Dorcasta,NA
Coleoptera,Chrysomelidae,Doryphora,NA
Coleoptera,Curculionidae,Dorytomus,longimanus
Coleoptera,Curculionidae,Dorytomus,NA
Coleoptera,Curculionidae,Dorytomus,tremulae
Hemiptera,Cicadellidae,Draeculacephala,albipicta
Hemiptera,Cicadellidae,Draeculacephala,clypeata
Hemiptera,Cicadellidae,Draeculacephala,soluta
Hemiptera,Cicadellidae,Draeculacephala,NA
Coleoptera,Elateridae,Drasterius,bimaculatus
Coleoptera,Elateridae,Drasterius,NA
Hemiptera,Aphididae,Drepanaphis,NA
Lepidoptera,Drepanidae,NA,NA
Hemiptera,Coccidae,Drepanococcus,cajani
Hemiptera,Coccidae,Drepanococcus,chiton
Hemiptera,Coccidae,Drepanococcus,NA
Hemiptera,Margarodidae,Drosicha,NA
Coleoptera,Cerambycidae,Drycothaea,sallei
Coleoptera,Cerambycidae,Drycothaea,NA
Hemiptera,Rhyparochromidae,Drymus,brunneus
Hemiptera,Rhyparochromidae,Drymus,NA
Coleoptera,Curculionidae,Dryocoetes,autographus
Coleoptera,Curculionidae,Dryocoetes,NA
Coleoptera,Curculionidae,Dryocoetoides,capucinus
Hymenoptera,Cynipidae,Dryocosmus,kunugiphagus
Coleoptera,Dryophthoridae,NA,NA
Hemiptera,Membracidae,Dukeobelus,simplex
Hemiptera,Membracidae,Dukeobelus,NA
Hemiptera,Diaspididae,Duplachionaspis,cymbopogoni
Hemiptera,Diaspididae,Duplachionaspis,exalbida
Hemiptera,Diaspididae,Duplachionaspis,natalensis
Hemiptera,Diaspididae,Duplachionaspis,NA
Hemiptera,Diaspididae,Duplaspidiotus,NA
Lepidoptera,Crambidae,Duponchelia,NA
Lepidoptera,Erebidae,Dycladia,correbioides
Lepidoptera,Erebidae,Dycladia,emerita
Hemiptera,Diaspididae,Dynaspidiotus,abieticola
Hemiptera,Diaspididae,Dynaspidiotus,NA
Coleoptera,Scarabaeidae,Dynastes,hercules
Coleoptera,Scarabaeidae,Dynastes,NA
Coleoptera,Curculionidae,Dynatopechus,NA
Hemiptera,Aphididae,Dysaphis,aucupariae
Hemiptera,Aphididae,Dysaphis,cynarae
Hemiptera,Aphididae,Dysaphis,NA
Coleoptera,Curculionidae,Dyschoenium,NA
Coleoptera,Scarabaeidae,Dyscinetus,dubius
Coleoptera,Scarabaeidae,Dyscinetus,laevipunctatus
Coleoptera,Scarabaeidae,Dyscinetus,ornaticaudus
Coleoptera,Scarabaeidae,Dyscinetus,NA
Hemiptera,Pyrrhocoridae,Dysdercus,bidentatus
Hemiptera,Pyrrhocoridae,Dysdercus,capitatus
Hemiptera,Pyrrhocoridae,Dysdercus,fasciatus
Hemiptera,Pyrrhocoridae,Dysdercus,flavolimbatus
Hemiptera,Pyrrhocoridae,Dysdercus,peruvianus
Hemiptera,Pyrrhocoridae,Dysdercus,NA
Diptera,Tephritidae,Dyseuaresta,gephyrae
Diptera,Tephritidae,Dyseuaresta,NA
Coleoptera,Bostrichidae,Dysides,NA
Hemiptera,Pseudococcidae,Dysmicoccus,amnicola
Hemiptera,Pseudococcidae,Dysmicoccus,bispinosus
Hemiptera,Pseudococcidae,Dysmicoccus,caribensis
Hemiptera,Pseudococcidae,Dysmicoccus,cocotis
Hemiptera,Pseudococcidae,Dysmicoccus,finitimus
Hemiptera,Pseudococcidae,Dysmicoccus,hambletoni
Hemiptera,Pseudococcidae,Dysmicoccus,hurdi
Hemiptera,Pseudococcidae,Dysmicoccus,hypogaeus
Hemiptera,Pseudococcidae,Dysmicoccus,lepelleyi
Hemiptera,Pseudococcidae,Dysmicoccus,mackenziei
Hemiptera,Pseudococcidae,Dysmicoccus,neobrevipes
Hemiptera,Pseudococcidae,Dysmicoccus,orchidum
Hemiptera,Pseudococcidae,Dysmicoccus,probrevipes
Hemiptera,Pseudococcidae,Dysmicoccus,queenslandianus
Hemiptera,Pseudococcidae,Dysmicoccus,NA
Hemiptera,Pseudococcidae,Dysmicoccus,sylvarum
Hemiptera,Pseudococcidae,Dysmicoccus,texensis
Hemiptera,Pseudococcidae,Dysmicoccus,viatorius
Hemiptera,Aradidae,Dysodius,lunatus
Lepidoptera,Cossidae,Dyspessa,NA
Lepidoptera,Cossidae,Dyspessa,ulula
Lepidoptera,Geometridae,Dysstroma,NA
Lepidoptera,Hesperiidae,Eantis,NA
Lepidoptera,Noctuidae,Earias,insulana
Lepidoptera,Noctuidae,Earias,NA
Coleoptera,Cerambycidae,Eburia,baroni
Coleoptera,Cerambycidae,Eburia,fisheri
Coleoptera,Cerambycidae,Eburia,NA
Coleoptera,Curculionidae,Eccoptus,tridentatus
Hemiptera,Miridae,Eccritotarsus,NA
Lepidoptera,Tortricidae,Ecdytolopha,NA
Coleoptera,Chrysomelidae,Echoma,NA
Lepidoptera,Erebidae,Ecpantheria,NA
Coleoptera,Curculionidae,Ectatorhinus,NA
Coleoptera,Elateridae,Ectinus,aterrimus
Lepidoptera,Pyralidae,Ectomyelois,muriscis
Lepidoptera,Pyralidae,Ectomyelois,NA
Hemiptera,Pentatomidae,Edessa,collaris
Hemiptera,Pentatomidae,Edessa,rufomarginata
Hemiptera,Pentatomidae,Edessa,NA
Hemiptera,Cicadellidae,Edwardsiana,gratiosa
Hemiptera,Cicadellidae,Edwardsiana,NA
Hemiptera,Cicadellidae,Egidemia,anceps
Diptera,Chloropidae,Elachiptera,bimaculata
Diptera,Chloropidae,Elachiptera,NA
Lepidoptera,Elachistidae,NA,NA
Coleoptera,Curculionidae,Elaeidobius,kamerunicus
Coleoptera,Cerambycidae,Elaphidion,mayesae
Coleoptera,Cerambycidae,Elaphidion,NA
Coleoptera,Cerambycidae,Elaphidion,spinicorne
Lepidoptera,Noctuidae,Elaphria,NA
Lepidoptera,Noctuidae,Elaphria,subrubens
Hemiptera,Rhyparochromidae,Elasmolomus,pallens
Hemiptera,Rhyparochromidae,Elasmolomus,NA
Hemiptera,Tingidae,Elasmotropis,testacea
Hemiptera,Acanthosomatidae,Elasmucha,NA
Coleoptera,Tenebrionidae,Eleodes,NA
Lepidoptera,Crambidae,Elophila,NA
Lepidoptera,Crambidae,Elophila,turbata
Lepidoptera,Arctiidae,Elysius,disciplaga
Coleoptera,Curculionidae,Elytroteinus,NA
Coleoptera,Curculionidae,Elytroteinus,subtruncatus
Coleoptera,Curculionidae,Embates,belti
Hemiptera,Rhyparochromidae,Emblethis,denticollis
Hemiptera,Rhyparochromidae,Emblethis,griseus
Hemiptera,Rhyparochromidae,Emblethis,NA
Hemiptera,Rhyparochromidae,Emblethis,verbasci
Lepidoptera,Noctuidae,Emmelia,trabealis
Hemiptera,Cicadellidae,Empoasca,angustella
Hemiptera,Cicadellidae,Empoasca,decedens
Hemiptera,Cicadellidae,Empoasca,deskina
Hemiptera,Cicadellidae,Empoasca,papayae
Hemiptera,Cicadellidae,Empoasca,NA
Hymenoptera,Tenthredinidae,Empria,NA
Lepidoptera,Erebidae,Empyreuma,anassa
Coleoptera,Cerambycidae,Enaphalodes,coronatus
Hemiptera,Membracidae,Enchenopa,NA
Hemiptera,Membracidae,Enchophyllum,NA
Coleoptera,Curculionidae,Endaeus,NA
Lepidoptera,Pyralidae,Endotricha,icelusalis
Lepidoptera,Pyralidae,Endotricha,NA
Hemiptera,Tingidae,Engyotingis,tonkinana
Hemiptera,Miridae,Engytatus,NA
Hemiptera,Miridae,Engytatus,varians
Diptera,Cecidomyiidae,Enigmadiplosis,agapanthi
Coleoptera,Bostrichidae,Enneadesmus,trispinosus
Lepidoptera,Geometridae,NA,NA
Hemiptera,Membracidae,Ennya,colombiana
Hemiptera,Membracidae,Ennya,NA
Hemiptera,Coreidae,Enoplops,disciger
Hemiptera,Tingidae,Eocader,vergrandis
Lepidoptera,Crambidae,Eoophyla,NA
Lepidoptera,Crambidae,Eoreuma,NA
Lepidoptera,Hesperiidae,Epargyreus,NA
Coleoptera,Scarabaeidae,Epectinaspis,moreletiana
Coleoptera,Scarabaeidae,Epectinaspis,NA
Lepidoptera,Pyralidae,Ephestiodes,NA
Diptera,Ephydridae,NA,NA
Lepidoptera,Hesperiidae,Ephyriades,arcas
Coleoptera,Curculionidae,Epicaerus,aurifer
Coleoptera,Curculionidae,Epicaerus,carinatus
Coleoptera,Curculionidae,Epicaerus,cognatus
Coleoptera,Curculionidae,Epicaerus,NA
Coleoptera,Meloidae,Epicauta,NA
Lepidoptera,Tortricidae,Epichorista,ionephala
Lepidoptera,Tortricidae,Epichoristodes,acerbella
Lepidoptera,Tortricidae,Epichoristodes,NA
Hemiptera,Diaspididae,Epidiaspis,NA
Hemiptera,Diaspididae,Epidiaspis,tillandsiae
Coleoptera,Coccinellidae,Epilachna,difficilis
Coleoptera,Coccinellidae,Epilachna,mexicana
Coleoptera,Coccinellidae,Epilachna,obscurella
Coleoptera,Coccinellidae,Epilachna,NA
Coleoptera,Coccinellidae,NA,NA
Lepidoptera,Tortricidae,Epinotia,NA
Coleoptera,Cerambycidae,Epipedocera,NA
Lepidoptera,Tortricidae,Epiphyas,postvittana
Lepidoptera,Tortricidae,Epiphyas,NA
Coleoptera,Tenebrionidae,Epitragus,aurulentus
Coleoptera,Tenebrionidae,Epitragus,sallaei
Coleoptera,Tenebrionidae,Epitragus,NA
Coleoptera,Chrysomelidae,Epitrix,pubescens
Coleoptera,Chrysomelidae,Epitrix,NA
Lepidoptera,Geometridae,Epyaxa,rosearia
Lepidoptera,Pyralidae,Eremberga,NA
Hemiptera,Rhyparochromidae,Eremocoris,fenestratus
Hemiptera,Rhyparochromidae,Eremocoris,NA
Coleoptera,Cerambycidae,Ergates,NA
Hemiptera,Aphididae,Ericaphis,NA
Lepidoptera,Sphingidae,Erinnyis,NA
Hemiptera,Eriococcidae,NA,NA
Hemiptera,Eriococcidae,Eriococcus,lagerstroemiae
Hemiptera,Eriococcidae,Eriococcus,parabilis
Hemiptera,Eriococcidae,Eriococcus,NA
Lepidoptera,Noctuidae,Eriopyga,perfusata
Lepidoptera,Noctuidae,Eriopyga,NA
Hemiptera,Aphididae,Eriosoma,NA
Coleoptera,Erirhinidae,NA,NA
Diptera,Syrphidae,NA,NA
Hemiptera,Membracidae,Erosne,NA
Hemiptera,Cicadellidae,Errhomenus,brachypterus
Hemiptera,Cicadellidae,Errhomenus,NA
Hemiptera,Pentatomidae,Erthesina,fullo
Hemiptera,Cicadellidae,Erthrogonia,jucunda
Coleoptera,Chrysomelidae,Erynephala,NA
Coleoptera,Cerambycidae,Eryphus,NA
Hemiptera,Cicadellidae,Erythridula,noeva
Hemiptera,Cicadellidae,Erythrogonia,execta
Hemiptera,Cicadellidae,Erythrogonia,jucunda
Hemiptera,Cicadellidae,Erythrogonia,laudata
Hemiptera,Cicadellidae,Erythrogonia,NA
Hemiptera,Cicadellidae,Erythroneura,NA
Hemiptera,Acanthosomatidae,Esbenia,NA
Coleoptera,Elateridae,Esthesopus,NA
Lepidoptera,Erebidae,Estigmene,NA
Lepidoptera,Oecophoridae,Ethmia,NA
Lepidoptera,Pyralidae,Etiella,NA
Hemiptera,Coccidae,Etiennea,NA
Hemiptera,Tingidae,Eualana,NA
Hemiptera,Tingidae,Eualana,tasmaniae
Hemiptera,Cicadellidae,Eualebra,NA
Diptera,Tephritidae,Euaresta,NA
Hemiptera,Coreidae,Eubule,NA
Coleoptera,Curculionidae,Eubulus,coecus
Coleoptera,Curculionidae,Eubulus,punctifrons
Coleoptera,Curculionidae,Eubulus,NA
Coleoptera,Curculionidae,Eucalandra,luteosignata
Coleoptera,Curculionidae,Eucalandra,NA
Hemiptera,Psyllidae,Eucalyptolyma,maideni
Hemiptera,Aphididae,Euceraphis,NA
Lepidoptera,Erebidae,Eucereon,metoidesis
Lepidoptera,Erebidae,Eucereon,NA
Lepidoptera,Erebidae,Eucereon,venosa
Hemiptera,Psyllidae,Euceropsylla,NA
Hemiptera,Psyllidae,Euceropsylla,stylicauda
Lepidoptera,Crambidae,Euchromius,saltalis
Lepidoptera,Crambidae,Euchromius,NA
Lepidoptera,Limacodidae,Euclea,NA
Lepidoptera,Erebidae,Euclystis,NA
Coleoptera,Curculionidae,Eudiagogus,NA
Lepidoptera,Erebidae,Eudocima,collusoria
Lepidoptera,Erebidae,Eudocima,phalonia
Lepidoptera,Erebidae,Eudocima,NA
Lepidoptera,Erebidae,Eudocima,tyrannus
Coleoptera,Scarabaeidae,Euetheola,bidentata
Coleoptera,Scarabaeidae,Euetheola,NA
Diptera,Chloropidae,Eugaurax,NA
Lepidoptera,Lasiocampidae,Euglyphis,NA
Hemiptera,Aphididae,Eulachnus,NA
Hemiptera,Aphididae,Eulachnus,thunbergii
Hemiptera,Coccidae,Eulecanium,NA
Coleoptera,Curculionidae,Eulechriops,NA
Diptera,Tephritidae,Euleia,heraclei
Diptera,Tephritidae,Euleia,NA
Lepidoptera,Erebidae,Eulepidotis,guttata
Lepidoptera,Erebidae,Eulepidotis,juncida
Lepidoptera,Erebidae,Eulepidotis,perlata
Lepidoptera,Erebidae,Eulepidotis,rectimargo
Lepidoptera,Erebidae,Eulepidotis,NA
Lepidoptera,Crambidae,Eulepte,concordalis
Hymenoptera,Eulophidae,NA,NA
Lepidoptera,Lycaenidae,Eumaeus,childrenae
Diptera,Syrphidae,Eumerus,figurans
Diptera,Syrphidae,Eumerus,NA
Coleoptera,Curculionidae,Eumestorus,NA
Lepidoptera,Sphingidae,Eumorpha,NA
Lepidoptera,Arctiidae,Eupantheria,alpha
Hemiptera,Cicadellidae,Eupelix,cuspidata
Hemiptera,Psyllidae,Euphalerus,NA
Coleoptera,Scarabaeidae,Euphoria,biguttata
Coleoptera,Scarabaeidae,Euphoria,lurida
Coleoptera,Scarabaeidae,Euphoria,pulchella
Coleoptera,Scarabaeidae,Euphoria,NA
Coleoptera,Chrysomelidae,Euphrytus,NA
Lepidoptera,Nymphalidae,Euphydryas,NA
Hemiptera,Liviidae,Euphyllura,NA
Hemiptera,Liviidae,Euphyllura,straminea
Lepidoptera,Geometridae,Eupithecia,NA
Coleoptera,Curculionidae,Euplatypus,NA
Lepidoptera,Erebidae,Euproctis,NA
Hemiptera,Cicadellidae,Eupterella,NA
Hemiptera,Cicadellidae,Eupteryx,alticola
Hemiptera,Cicadellidae,Eupteryx,atropunctata
Hemiptera,Cicadellidae,Eupteryx,cyclops
Hemiptera,Cicadellidae,Eupteryx,NA
Lepidoptera,Pieridae,Eurema,hecabe
Coleoptera,Curculionidae,Eurhoptus,NA
Lepidoptera,Noctuidae,Eurois,NA
Lepidoptera,Crambidae,Eurrhyparodes,NA
Lepidoptera,Riodinidae,Eurybia,NA
Hemiptera,Miridae,Eurychilella,bicolor
Hemiptera,Miridae,Eurychilella,NA
Hemiptera,Pseudococcidae,Eurycoccus,NA
Hemiptera,Pentatomidae,Eurydema,oleracea
Hemiptera,Pentatomidae,Eurydema,ornata
Hemiptera,Pentatomidae,Eurydema,ornatum
Hemiptera,Pentatomidae,Eurydema,pulchra
Hemiptera,Pentatomidae,Eurydema,NA
Hemiptera,Pentatomidae,Eurydema,ventralis
Hemiptera,Scutelleridae,Eurygaster,integriceps
Hemiptera,Scutelleridae,Eurygaster,maura
Hemiptera,Scutelleridae,Eurygaster,NA
Coleoptera,Cerambycidae,Euryscelis,suturalis
Coleoptera,Cerambycidae,Eurysthea,NA
Hemiptera,Miridae,Eurystylus,bellevoyei
Hemiptera,Miridae,Eurystylus,NA
Hymenoptera,Eurytomidae,Eurytoma,NA
Hymenoptera,Eurytomidae,NA,NA
Coleoptera,Tenebrionidae,Eusattus,NA
Hemiptera,Cicadellidae,Euscelis,distinguendus
Hemiptera,Cicadellidae,Euscelis,ohausi
Hemiptera,Cicadellidae,Euscelis,NA
Coleoptera,Curculionidae,Euscepes,postfasciatus
Coleoptera,Curculionidae,Euscepes,NA
Hemiptera,Pentatomidae,Euschistus,bifibulus
Hemiptera,Pentatomidae,Euschistus,emoorei
Hemiptera,Pentatomidae,Euschistus,rufimanus
Hemiptera,Pentatomidae,Euschistus,rugifer
Hemiptera,Pentatomidae,Euschistus,NA
Coleoptera,Curculionidae,Eustylus,sexguttatus
Coleoptera,Curculionidae,Eustylus,NA
Lepidoptera,Euteliidae,NA,NA
Lepidoptera,Erebidae,Euthyone,NA
Coleoptera,Curculionidae,Eutinobothrus,NA
Coleoptera,Tenebrionidae,Eutochia,pulla
Coleoptera,Tenebrionidae,Eutochia,NA
Lepidoptera,Oecophoridae,Eutorna,phaulocosma
Coleoptera,Apionidae,Eutrichapion,vorax
Coleoptera,Cerambycidae,Eutrichillus,comus
Coleoptera,Curculionidae,Euwallacea,fornicatus
Coleoptera,Curculionidae,Euwallacea,NA
Lepidoptera,Noctuidae,Euxoa,NA
Lepidoptera,Crambidae,Evergestis,forficalis
Lepidoptera,Crambidae,Evergestis,NA
Hemiptera,Pseudococcidae,Exallochlus,philippinensis
Hemiptera,Pseudococcidae,Exallomochlus,camur
Hemiptera,Pseudococcidae,Exallomochlus,hispidus
Hemiptera,Pseudococcidae,Exallomochlus,liti
Hemiptera,Pseudococcidae,Exallomochlus,philippinensis
Hemiptera,Pseudococcidae,Exallomochlus,NA
Hemiptera,Cicadellidae,Excultanus,NA
Coleoptera,Anthribidae,Exechesops,NA
Hemiptera,Cicadellidae,Exitianus,atratus
Hemiptera,Cicadellidae,Exitianus,NA
Coleoptera,Cerambycidae,Exocentrus,NA
Hymenoptera,Apidae,Exomalopsis,NA
Coleoptera,Curculionidae,Exophthalmus,agrestis
Coleoptera,Curculionidae,Exophthalmus,carneipes
Coleoptera,Curculionidae,Exophthalmus,jekelianus
Coleoptera,Curculionidae,Exophthalmus,opulentus
Coleoptera,Curculionidae,Exophthalmus,quadrivittatus
Coleoptera,Curculionidae,Exophthalmus,scalptus
Coleoptera,Curculionidae,Exophthalmus,similis
Coleoptera,Curculionidae,Exophthalmus,NA
Coleoptera,Curculionidae,Exophthalmus,vittatus
Coleoptera,Chrysomelidae,Exora,encaustica
Coleoptera,Chrysomelidae,Exora,NA
Hemiptera,Pentatomidae,Eysarcoris,aeneus
Hemiptera,Pentatomidae,Eysarcoris,guttiger
Hemiptera,Pentatomidae,Eysarcoris,modestus
Hemiptera,Pentatomidae,Eysarcoris,NA
Hemiptera,Pentatomidae,Eysarcoris,ventralis
Hemiptera,Pentatomidae,Eysarcoris,venustissimus
Hemiptera,Miridae,Falconia,incaica
Hemiptera,Miridae,Falconia,intermedia
Hemiptera,Miridae,Falconia,poetica
Hemiptera,Miridae,Falconia,semirasa
Hemiptera,Miridae,Falconia,NA
Hemiptera,Miridae,Falconiodes,NA
Lepidoptera,Noctuidae,Faronta,NA
Coleoptera,Curculionidae,Faustinus,rhombifer
Coleoptera,Curculionidae,Faustinus,NA
Lepidoptera,Noctuidae,Feltia,lutescens
Lepidoptera,Crambidae,Fernandocrambus,NA
Hemiptera,Pseudococcidae,Ferrisia,consobrina
Hemiptera,Pseudococcidae,Ferrisia,kaki
Hemiptera,Pseudococcidae,Ferrisia,malvastra
Hemiptera,Pseudococcidae,Ferrisia,meridionalis
Hemiptera,Pseudococcidae,Ferrisia,NA
Hemiptera,Pseudococcidae,Ferrisia,terani
Hemiptera,Diaspididae,Ferrisidea,dentilobis
Hemiptera,Coccidae,Filippia,follicularis
Hemiptera,Diaspididae,Fiorinia,coronata
Hemiptera,Diaspididae,Fiorinia,phoenicis
Hemiptera,Diaspididae,Fiorinia,pinicola
Hemiptera,Diaspididae,Fiorinia,proboscidaria
Hemiptera,Diaspididae,Fiorinia,NA
Lepidoptera,Crambidae,Fissicrambus,NA
Hemiptera,Flatidae,NA,NA
Hemiptera,Cicadellidae,Folicana,NA
Hemiptera,Pseudococcidae,Fonscolombia,europaea
Hymenoptera,Formicidae,NA,NA
Hemiptera,Pseudococcidae,Formicococcus,acerneus
Hemiptera,Pseudococcidae,Formicococcus,erythrinae
Hemiptera,Pseudococcidae,Formicococcus,mangiferacola
Hemiptera,Pseudococcidae,Formicococcus,njalensis
Hemiptera,Pseudococcidae,Formicococcus,polysperes
Hemiptera,Pseudococcidae,Formicococcus,robustus
Hemiptera,Pseudococcidae,Formicococcus,NA
Hemiptera,Rhyparochromidae,Froeschneria,vicinalis
Hemiptera,Cydnidae,Fromundus,elongatus
Hemiptera,Cydnidae,Fromundus,pygmaeus
Hemiptera,Fulgoridae,NA,NA
Hemiptera,Diaspididae,Furcaspis,bromeliae
Hemiptera,Diaspididae,Furcaspis,mexicana
Hemiptera,Diaspididae,Furcaspis,scleroprymna
Hemiptera,Diaspididae,Furcaspis,NA
Hemiptera,Aleyrodidae,Gadigaleyrodes,froggatti
Hemiptera,Tingidae,Galeatus,scitulus
Hemiptera,Tingidae,Galeatus,NA
Coleoptera,Chrysomelidae,Galeruca,NA
Coleoptera,Chrysomelidae,Galerucella,grisescens
Coleoptera,Chrysomelidae,Galerucella,NA
Hemiptera,Thyreocoridae,Galgupha,albipennis
Hemiptera,Thyreocoridae,Galgupha,NA
Hemiptera,Miridae,Garganus,diversicornis
Hemiptera,Tingidae,Gargaphia,opima
Hemiptera,Tingidae,Gargaphia,sanchezi
Hemiptera,Tingidae,Gargaphia,NA
Hemiptera,Tingidae,Gargaphia,torresi
Hemiptera,Rhyparochromidae,Gastrodes,grossipes
Hemiptera,Rhyparochromidae,Gastrodes,NA
Coleoptera,Chrysomelidae,Gastrophysa,NA
Diptera,Chloropidae,Gaurax,NA
Lepidoptera,Geometridae,Gelasma,NA
Lepidoptera,Gelechiidae,NA,NA
Coleoptera,Scarabaeidae,Geniates,NA
Coleoptera,Curculionidae,Geniocremnus,chilensis
Coleoptera,Curculionidae,Geniocremnus,NA
Lepidoptera,Pyralidae,Genopaschia,protomis
Lepidoptera,Pyralidae,Genopaschia,NA
Coleoptera,Scarabaeidae,Genuchus,hottentottus
Coleoptera,Scarabaeidae,Genuchus,NA
Hemiptera,Pseudococcidae,Geococcus,coffeae
Hemiptera,Pseudococcidae,Geococcus,NA
Diptera,Opomyzidae,Geomyza,tripunctata
Hemiptera,Aphididae,Geopemphigus,NA
Hemiptera,Cydnidae,Geotomus,elongatus
Hemiptera,Cydnidae,Geotomus,punctulatus
Hemiptera,Cydnidae,Geotomus,NA
Coleoptera,Curculionidae,Geraeus,pugnax
Coleoptera,Curculionidae,Geraeus,senilis
Coleoptera,Curculionidae,Geraeus,NA
Coleoptera,Curculionidae,Geraeus,tenuispinis
Coleoptera,Curculionidae,Geraeus,x-notatum
Coleoptera,Curculionidae,Gerstaeckeria,NA
Coleoptera,Chrysomelidae,Gibbobruchus,NA
Diptera,Cecidomyiidae,Giraudiella,NA
Coleoptera,Cerambycidae,Glaphyra,NA
Hemiptera,Pentatomidae,Glaucias,NA
Hemiptera,Pentatomidae,Glaucias,subpunctatus
Coleoptera,Chrysomelidae,Glenidion,NA
Lepidoptera,Lasiocampidae,Gloveria,NA
Hemiptera,Aphalaridae,Glycaspis,NA
Lepidoptera,Glyphipterigidae,NA,NA
Lepidoptera,Crambidae,Glyphodes,NA
Coleoptera,Elateridae,Glyphonyx,NA
Coleoptera,Chrysomelidae,Glyphuroplata,NA
Coleoptera,Chrysomelidae,Glyptina,NA
Coleoptera,Curculionidae,Glyptobaris,NA
Coleoptera,Chrysomelidae,Glyptoscelis,chontalensis
Coleoptera,Cerambycidae,Gnaphalodes,NA
Coleoptera,Scarabaeidae,Golofa,pusilla
Coleoptera,Scarabaeidae,Golofa,NA
Hemiptera,Diaspididae,Gonaspidiotus,minimus
Hemiptera,Rhyparochromidae,Gonatoides,typicus
Hemiptera,Cicadellidae,Goniagnathus,NA
Coleoptera,Chrysomelidae,Gonioctena,fornicata
Coleoptera,Chrysomelidae,Gonioctena,NA
Coleoptera,Curculionidae,Gonipterus,scutellatus
Coleoptera,Curculionidae,Gonipterus,NA
Coleoptera,Tenebrionidae,Gonocephalum,depressum
Coleoptera,Tenebrionidae,Gonocephalum,simplex
Coleoptera,Tenebrionidae,Gonocephalum,NA
Hemiptera,Coreidae,Gonocerus,acuteangulatus
Hemiptera,Coreidae,Gonocerus,insidiator
Hemiptera,Coreidae,Gonocerus,NA
Hemiptera,Coreidae,Gonocerus,venator
Lepidoptera,Erebidae,Gonodonta,immacula
Lepidoptera,Erebidae,Gonodonta,primulina
Lepidoptera,Erebidae,Gonodonta,NA
Hemiptera,Miridae,Gonoporomiris,NA
Lepidoptera,Noctuidae,Gortyna,NA
Lepidoptera,Gracillariidae,NA,NA
Hemiptera,Cicadellidae,Graminella,lambda
Hemiptera,Cicadellidae,Graminella,punctata
Hemiptera,Cicadellidae,Graminella,NA
Coleoptera,Elateridae,Grammophorus,minor
Coleoptera,Elateridae,Grammophorus,NA
Lepidoptera,Noctuidae,Graphania,lignana
Lepidoptera,Noctuidae,Graphania,NA
Lepidoptera,Noctuidae,Graphania,ustistriga
Hemiptera,Cicadellidae,Graphocephala,appropinquans
Hemiptera,Cicadellidae,Graphocephala,aurolineata
Hemiptera,Cicadellidae,Graphocephala,flavovittata
Hemiptera,Cicadellidae,Graphocephala,ignobilis
Hemiptera,Cicadellidae,Graphocephala,nigrifascia
Hemiptera,Cicadellidae,Graphocephala,punctulata
Hemiptera,Cicadellidae,Graphocephala,rufimargo
Hemiptera,Cicadellidae,Graphocephala,simulata
Hemiptera,Cicadellidae,Graphocephala,NA
Coleoptera,Curculionidae,Graphognathus,peregrinus
Coleoptera,Curculionidae,Graphognathus,NA
Hemiptera,Cicadellidae,Graphogonalia,vulgaris
Lepidoptera,Tortricidae,Grapholita,NA
Hemiptera,Pentatomidae,Graphosoma,lineatum
Hemiptera,Pentatomidae,Graphosoma,rubrolineatum
Hemiptera,Pentatomidae,Graphosoma,NA
Hemiptera,Lygaeidae,Graptostethus,servus
Hemiptera,Lygaeidae,Graptostethus,NA
Coleoptera,Chrysomelidae,Gratiana,NA
Hemiptera,Diaspididae,Greenaspis,NA
Hemiptera,Aphididae,Greenidea,ficicola
Hemiptera,Aphididae,Greenidea,psidii
Hemiptera,Aphididae,Greenidea,NA
Hemiptera,Diaspididae,Greeniella,cornigera
Hemiptera,Diaspididae,Greeniella,ramosa
Hemiptera,Diaspididae,Greeniella,NA
Coleoptera,Chrysomelidae,Griburius,NA
Coleoptera,Curculionidae,Grypidiopsis,variegata
Coleoptera,Curculionidae,Grypidiopsis,variegatus
Coleoptera,Curculionidae,Grypidiopsis,vogli
Hemiptera,Membracidae,Guayaquila,pallescens
Hemiptera,Membracidae,Guayaquila,NA
Lepidoptera,Tortricidae,Gymnandrosoma,aurantianum
Lepidoptera,Tortricidae,Gymnandrosoma,NA
Hemiptera,Diaspididae,Gymnaspis,NA
Coleoptera,Scarabaeidae,Gymnetis,NA
Coleoptera,Curculionidae,Gymnetron,rostellum
Coleoptera,Curculionidae,Gymnetron,rotundicolle
Coleoptera,Curculionidae,Gymnetron,NA
Coleoptera,Chrysomelidae,Gynandrobrotica,lepida
Coleoptera,Chrysomelidae,Gynandrobrotica,NA
Hemiptera,Cicadellidae,Gypona,axena
Hemiptera,Cicadellidae,Gypona,NA
Hemiptera,Cicadellidae,Gyponana,NA
Coleoptera,Curculionidae,Hadromeropsis,NA
Hemiptera,Lygaeidae,Hadrosomus,confraternus
Hemiptera,Lygaeidae,Hadrosomus,NA
Hemiptera,Lygaeidae,Hadrosomus,teapensis
Lepidoptera,Crambidae,Hahncappsia,NA
Hemiptera,Cicadellidae,Haldorus,sexpunctatus
Hemiptera,Cicadellidae,Haldorus,NA
Hymenoptera,Halictidae,NA,NA
Lepidoptera,Erebidae,Halisidota,NA
Hemiptera,Miridae,Hallodapus,NA
Hemiptera,Miridae,Halticotoma,NA
Hemiptera,Miridae,Halticus,minutus
